Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
27.5,73,26,27.2,27.1,7.4,0.71,5.8,288,Moderate
25.4,79,52.2,69.1,22.1,6.7,1.44,3.5,295,Hazardous
13.5,19.7,22.2,34.2,32.6,4.5,0.74,0.4,313,Poor
28.7,53.7,12.5,26.6,15.3,26.3,1.32,4.4,307,Good
24.2,63.9,4.2,8.6,23.2,15.9,0.45,21.8,297,Poor
30.4,62.3,11.7,28.3,10.4,15.5,0.86,5.2,321,Good
17.4,62.3,14.1,33.3,19,12.2,1.12,0.1,271,Poor
14.9,75.5,10.4,27.9,14.5,15.5,1.13,8.9,303,Moderate
21.3,65.5,20.2,30,24.6,26.3,0.94,1,306,Moderate
22.1,73.9,8.8,19.1,22.8,13.6,0.9,0,301,Hazardous
31.2,49.9,20.5,27.6,2.8,12.4,1.02,6.7,307,Good
27.7,70.6,54.7,69.6,17.8,26.7,1.2,10.2,308,Good
28.9,52.5,70,85.6,35.9,19.6,0.31,1.6,291,Hazardous
21.2,75.4,9.5,22.7,19.7,7.4,1.02,2,286,Good
23.8,58.3,87.7,105.3,5.3,1.6,1.4,3.3,309,Good
22,60.8,70.1,73.7,24.8,22.3,0.21,13.1,295,Good
28.3,84,32.1,42.1,12.7,3,1.34,4.1,315,Poor
28.6,48.8,27.1,42.4,65.6,27.5,1.18,0.6,336,Moderate
20.6,64.6,53.3,67.3,22.8,25.6,1.58,5.6,299,Poor
19.4,66.3,33.8,54.7,19.9,25.2,1.24,12.5,292,Poor
12,68.2,90.4,112,27.7,23.2,1.56,0.7,310,Good
32,63.3,39.6,45.3,11.7,23.3,0.61,8.6,308,Moderate
22.6,62.8,31.6,37.7,9.2,12.5,0.93,17.8,329,Good
32.1,49.2,7.4,18.5,16.9,19.7,0.91,0.3,310,Moderate
37.1,45.9,11,12.7,12.2,21.9,0.65,10.1,340,Hazardous
18.7,34.6,50.8,66.2,27.1,26.3,0.98,3.8,328,Poor
18.8,65.9,3,12.5,8.7,26.7,0.53,6.2,296,Good
23.3,60.2,38.6,47.3,20.2,26.6,0.79,9.5,294,Good
29.4,69.7,9.4,18.8,5.3,18.5,1.36,10.3,300,Poor
23.4,62.3,11.9,18.2,24.7,16.2,1.01,6.3,311,Moderate
20.2,83.6,14.5,22,20.8,11.3,0.75,3,299,Good
28,60.2,8.9,18,18.8,17,0.77,10,312,Poor
26.6,41,66.9,72.7,8.6,14.8,1.46,6.5,309,Poor
36,62,19,27.5,41.9,16.6,0.85,5.1,308,Moderate
43.7,53.9,51.5,59.1,25.5,13.1,0.75,2.8,303,Moderate
26.7,45.3,38.7,49.5,25.2,6.6,0.48,3.2,292,Good
32.8,62.8,22.7,38.8,28.1,18.9,0.93,6.7,317,Hazardous
25.3,61,46.1,64.2,12.8,11.5,0.9,3.5,325,Good
29.9,49.7,12.7,23.4,56.4,22.2,0.56,7.4,292,Hazardous
20.2,51.3,199.6,214.6,29.7,7.8,0.76,7.8,317,Hazardous
15.4,81.4,21,27.6,15.7,9.7,0.99,0.8,298,Good
16.9,48.1,72.5,85.1,18.1,9.7,0.82,1.1,333,Poor
21.6,59.5,5.6,16.6,-0.2,10.1,0.76,9.7,287,Moderate
23.7,40.2,69.3,82,29.7,26.7,1.51,8.3,308,Good
31.4,66.3,4.5,13.7,35,8.9,0.81,9.2,316,Hazardous
26.1,70.4,79.1,91.4,12,16.7,0.9,1.5,299,Good
24,72.1,15.5,16.6,31.3,17.7,1.48,9.2,289,Poor
19.4,29.4,57.7,63.1,35.8,23,1.63,16.4,298,Good
20.8,54.9,1.8,15,31.4,12.6,1.2,0.3,306,Good
25,66.5,27.5,27.4,11.3,9.7,1.32,1.1,306,Good
32.8,44.7,120.9,126,34.9,11.8,0.49,2.4,291,Poor
26,65.9,61.7,69,13.8,21.1,1.15,0.4,265,Poor
23.5,79.3,46.8,56.5,23.5,15.8,1.2,9.2,315,Good
25.6,65.6,4.8,5.5,32.7,39.8,1.05,5.3,302,Moderate
27.2,64.7,32.4,38.9,11.4,11.5,1.3,5.1,323,Moderate
21.4,38.6,1.4,9.1,10,12.4,0.95,20.4,319,Good
33.8,77.5,3.6,4,31.4,15,0.83,2.3,289,Poor
22.3,51.8,9.8,17.8,24.8,23.7,0.77,14.1,309,Poor
18.9,59.5,4.9,14.3,14,23.8,0.78,1.6,320,Good
35.3,62.3,39.1,43.7,24.9,24.2,0.77,6.8,312,Good
20,51.7,20.9,40.6,22.5,0,0.89,0,311,Poor
18.9,49.8,6.3,15.5,38.7,12.1,0.89,3.9,297,Hazardous
27.9,83.7,13.9,25.5,15.3,22.3,0.7,26.3,290,Moderate
32.9,53.2,15.1,30.2,25.3,25.2,1.01,8.6,300,Moderate
28.2,62.7,22,23.6,14.4,14.9,0.72,6.6,326,Moderate
8.6,62.3,33,33.1,27.4,17.6,1.5,8.5,299,Good
22.6,75.9,49.8,55.6,14.7,4,0.89,6,274,Good
28.5,52,1.4,6,30.5,12,0.46,9,308,Good
24.8,57.6,59.4,68.6,17.1,18.8,0.91,5.4,298,Hazardous
23.3,65.5,12.2,20.4,21.1,3.6,0.57,5.3,283,Good
19.8,47,46,55,4.7,7,0.99,12.9,320,Good
24,50.7,39.3,48.8,15,8.1,0.63,11.5,321,Moderate
31.8,42.9,10.8,19.3,34.7,9,1.14,0.1,289,Good
26.5,72.3,26,33.7,16.6,12.8,1.07,13.9,301,Moderate
18.3,61.6,29.6,43.7,6.9,20.2,0.6,0.1,301,Good
17.4,66.7,77.7,78.2,28,17.7,1.22,13.9,291,Moderate
25.4,51.5,44.2,56.3,22.5,14.1,0.94,6,270,Good
24.5,63.4,66.8,81.8,24.2,22.8,0.8,5.1,294,Good
21,64.6,3.6,20.8,34.1,10.6,1.33,8.3,286,Moderate
32.5,64.9,61.4,78.3,34.3,3.7,0.81,3,311,Moderate
27,59.2,18.9,15.9,34.6,17,1.13,2.8,305,Moderate
28.2,70.3,6,9.1,20.9,13.9,0.69,7.1,294,Good
30.9,58.6,2.2,7.6,18.2,8.5,0.69,4.6,299,Hazardous
26.2,69.7,10.6,18.1,19,10.6,1.13,1.2,281,Good
31.6,43.8,9.8,11.7,54.9,22.7,0.55,5.5,296,Poor
26.7,51.8,12.7,13.6,29.5,22.2,1.11,4.4,321,Poor
22,74.9,2.6,15.7,10.7,26,0.67,2,289,Poor
22.8,50,42.9,56,32.8,18,0.99,0.1,305,Hazardous
24.9,73.8,23.6,40.3,23.1,14.5,0.39,0.2,280,Poor
34.4,64.6,4,8.7,21.1,15.7,0.99,0.4,292,Poor
23.6,67.1,5.9,21.5,23.9,14.6,1.17,3.2,331,Moderate
23.8,55.8,0.9,6.1,4,15.4,0.56,0.6,311,Good
22.5,55.2,34.8,43.1,16.2,0,0.99,6.3,270,Good
25.8,51.1,88.3,93.9,21.1,19.9,0.67,6.7,268,Poor
24.1,43.5,5.9,13.5,30.5,17.4,1.31,2.4,309,Hazardous
18.7,56.7,7.8,12.4,32.8,23.6,1.24,8.5,303,Moderate
21.7,57,9.7,20.5,19.3,16.8,0.87,1.9,310,Hazardous
34.4,71.8,12.5,24.9,23.5,12.4,1.4,3.4,293,Moderate
16.8,47.1,9.6,28.2,17.5,18.5,1.53,0.5,300,Moderate
18.6,66.3,132.8,150.1,27.3,24.6,0.74,4.2,307,Good
27.6,52.8,36.7,45,3.4,21.5,0.36,1.9,328,Moderate
25.3,31.5,32.2,48.7,25.8,13.9,0.95,10.6,283,Hazardous
24.6,69.4,32.8,38.1,22,8.7,0.33,7.5,319,Poor
22.6,76.7,25.7,40,36.8,11.8,1.01,2.4,295,Good
25.2,52.4,6,20.1,38.8,6.3,0.39,4,279,Moderate
26.4,43.1,38.9,53.3,-5.6,23.9,0.59,6,269,Good
20.2,80.3,0.6,13.3,21.8,8.3,1.14,0.9,278,Poor
21.9,65.7,40.5,51.8,41.6,21.3,0.65,7.1,265,Poor
28.3,27,84.2,92.4,4.5,17.8,1.01,2.8,316,Poor
25,65.2,8,16.1,4.4,22,1.08,2,318,Moderate
25.5,65.9,34.8,43,39,10.7,0.79,3.5,302,Moderate
32.2,64.5,5,18.2,17.4,7.9,1.26,6.3,301,Moderate
23.8,68.5,0.3,10.4,-5,3.7,1.09,1.4,305,Good
31.1,74.7,60,66.6,21.4,3.2,1.28,1.9,292,Good
23.2,53.1,128.7,148,26.4,8.3,0.73,4.3,289,Poor
29.1,93.2,4.4,26,8.9,23.4,1.24,1.6,305,Moderate
19.3,75.6,44.9,46.2,32.7,12.7,0.82,1.8,280,Hazardous
27.9,83.2,42.1,46.1,24.4,8.1,1.1,5.5,300,Moderate
23.3,48.2,35.2,47.1,19.6,16,0.72,1.8,283,Poor
35.3,35.9,22.8,31.3,28.7,5.4,1.36,0.7,299,Good
21.9,52.5,10.2,29.5,39.8,9.3,0.5,2.6,311,Moderate
30.1,53.6,27.3,39.6,33.3,11.6,0.7,2.3,290,Moderate
24.5,89.5,25.3,43.5,21.7,6.3,1.27,6.3,322,Poor
29.2,63.6,27.8,39.2,23.9,24.4,0.93,0.5,312,Moderate
24.3,56.4,14.9,24.3,21.4,7.9,0.92,8,325,Good
29.9,64.9,16.2,22.7,17.2,25.3,0.63,11,307,Poor
21.2,27.4,14.7,30.4,33.1,10.3,0.84,19.2,302,Good
27.5,67.3,7.5,21.2,19,9.1,0.88,2.9,285,Good
27.9,60.5,19.8,28.9,0.1,13.3,1.13,1,318,Moderate
26.9,51.7,5.6,16.3,26.4,0,0.62,0.2,324,Good
28.5,84.2,0.4,0.5,34.2,11,0.96,1.5,319,Moderate
25.3,56.9,29.6,41,0.6,26.3,0.42,18.9,277,Good
26.8,53.9,23.6,36.7,14.2,9.7,0.98,1.8,287,Good
20.1,72.3,27.6,46,37.5,1.6,1.02,12.5,295,Good
16.7,79.2,0.5,18.7,27.8,12.9,1.13,3.7,312,Moderate
20.5,86.3,0.6,4.5,22.9,0.7,0.51,0.2,293,Moderate
18.4,44.6,13.8,24.5,35.3,4.9,1.13,0,297,Good
23.5,42.9,5.8,14.2,31.8,21.8,0.83,1.5,312,Moderate
14.7,100,24.9,33.7,0.9,9.3,1.41,0.5,305,Good
19,71.4,61.7,71,5.3,14.3,0.42,1.8,263,Moderate
24.4,55.8,29,34.7,20.2,19.8,1.31,6.8,281,Moderate
27.4,39.3,5,8.5,31.3,23.1,0.92,2.5,278,Moderate
22.9,75,15.3,32.4,29.7,20.4,0.7,3.6,329,Poor
29.3,70.3,6.5,22.2,16.3,24.2,1.38,5.6,304,Poor
28.5,64.1,48.4,63.8,30.8,17.4,1.05,1.2,290,Good
29.6,50.8,71.8,75.7,11.5,24.1,0.64,0.8,301,Poor
22,71.4,0.4,8.3,26.7,14.3,0.74,12.8,299,Moderate
25.7,73,10.9,19.9,18.1,5,1.53,0.2,324,Hazardous
34.8,59.9,2.6,8.3,13.6,17.1,1.35,0.4,277,Good
20.3,55.9,9.2,9.6,30.7,22.3,1.09,1.8,311,Poor
35.3,55,5.2,14.6,19,16.2,0.9,1.8,269,Good
20.7,31,7.9,17.1,17.2,20.3,0.69,0.8,311,Good
40.7,69.1,3.8,13.8,27.6,19.6,0.92,3.9,280,Moderate
28.2,71.6,63.3,75,32.3,5.9,1,5.1,296,Good
17.2,96.9,8.5,16.3,2.9,25.7,0.98,3.3,266,Good
19.1,39,4.1,7.6,20,7.2,0.07,5.4,305,Moderate
33.8,62.7,36.6,54.9,37.3,5.3,0.71,7.1,312,Poor
31,64.3,4.1,12.2,45.1,19.8,0.84,1.9,294,Moderate
23.8,72.7,12.3,18.4,11.8,18.9,0.75,7.7,326,Good
21.2,42.5,39.4,51,25.6,17.1,0.77,0.5,294,Hazardous
17.3,54.3,29.9,41.1,9,17.3,1.09,3.6,306,Moderate
22.5,40.8,38.6,36.5,28.8,24.5,0.54,1.1,289,Good
18.2,58.7,1.3,14.9,18,4.1,1.1,1.4,317,Good
30.4,56.5,92.2,106.5,31.3,24,1.59,0.9,313,Poor
31.6,53.1,2.3,8.4,23,36.4,0.6,8.5,297,Good
18.8,77.3,35.4,39.7,19.7,22.3,0.97,0,295,Hazardous
24.1,59.7,11.6,20.4,0.3,19.8,1.39,4.3,275,Good
36.3,69.3,32,44.5,14,31.6,1.16,2.7,302,Good
17.3,40.5,25.7,39.7,13.1,19.6,1.37,4.1,282,Moderate
27.5,82.1,23.5,27.8,7.6,17.3,1.16,2.5,272,Good
23.8,57.9,2.5,11,7.8,5.4,0.89,0.9,309,Good
18.7,65.1,98.4,107.9,1.1,18.3,0.73,1.9,309,Poor
31.6,39.9,56.6,70.6,25.8,19.7,0.88,2.6,315,Poor
20.3,54.1,50.4,57.3,16.9,20.3,0.75,0.6,318,Moderate
19.5,54.4,44.1,52.3,48.7,4,0.97,1.8,260,Moderate
18.6,69.9,5.7,12.1,34.7,14,1.06,9.6,303,Poor
27.7,59.4,17.6,22.1,1.7,18,0.91,2.7,315,Good
22.4,49.8,9.1,22.3,30.1,20.3,0.69,3.1,273,Good
25.1,82.9,10,9.1,13.1,19.6,1.16,3.8,343,Poor
14.1,60.9,51.9,65,23.2,1.3,0.75,1.7,324,Hazardous
26.2,62.6,43,52.8,30.1,14.8,0.84,8.9,303,Poor
24.1,88.4,13.6,23.1,18.3,21.5,0.94,0.5,291,Good
24.7,56.3,45.4,61.5,10.6,14.7,0.56,5.6,289,Moderate
31,43.1,9.9,15.5,16.7,25.1,0.87,13.2,320,Good
30.6,68.6,42.2,50,23.4,21.3,1.58,0.9,326,Hazardous
21.9,78.3,53.4,66.5,19.2,10.3,0.81,2.7,290,Good
25.8,46.6,12,23.8,34.9,19.2,1.05,12.7,309,Good
26.7,71.5,38.3,49.2,19.2,20.8,0.61,1.5,290,Moderate
27.2,44.2,1.9,8.1,47.2,24.4,0.84,8.8,290,Good
31.5,65.4,89.2,96.7,45.4,5.6,0.55,3.5,316,Moderate
28.1,75.4,8.4,16.4,22,16.2,0.79,3.5,284,Hazardous
17,91.4,9.1,14,15.1,14.8,0.85,0,271,Good
22.9,62,17.2,23.3,34.8,14.3,0.51,14.1,311,Good
24,68.4,31,42.3,21.6,19.2,1.27,2.3,298,Good
28,100,22.7,26.1,21.6,11.9,1.08,6.9,343,Poor
27.6,50.9,37.8,48,22.6,16.8,1.08,8.8,310,Moderate
31.3,85.7,8.2,25.5,17.5,14.6,0.72,6.8,284,Good
21.9,63.7,5,17.8,27.8,14.9,0.75,1.4,305,Moderate
23.2,59,64.1,79.4,13.5,2.1,1.34,1.2,273,Good
20.5,59.2,22.9,30.3,14,11.5,0.67,7.4,330,Good
23.3,53.4,41.5,48,16.8,26.2,1.15,10,297,Poor
16.9,69.9,11.9,18.4,15.9,11.4,0.66,3,284,Poor
27,88.9,39.2,42.8,20.3,22,1.12,2.7,281,Poor
29,76.9,18,26.3,34.1,18.2,1.35,11.2,293,Good
20.8,40.9,5.1,14.5,25.2,26.2,1,3.6,289,Good
18.7,82.5,107.7,117.3,39.5,12.5,1.25,14.2,279,Poor
15.3,38.6,60.9,71.4,31.7,25.2,1.08,7.6,316,Hazardous
30.6,74.7,92.1,108,5.4,19.1,1.03,7.7,302,Poor
28.3,80.8,1.8,10.3,31.2,12.2,0.6,0.4,314,Good
24.8,77.2,10.4,18.5,8.2,22.7,1.17,0.2,291,Poor
29.7,57.5,34.4,43.6,13.6,3.3,0.89,18,287,Good
22.5,47.6,52,64.4,10.8,13.5,1.01,2.3,293,Moderate
35.4,59.8,17.6,32.4,12.1,11.4,0.91,10.7,292,Good
23.9,71.9,0.7,11.7,29.6,14.1,0.67,4.8,338,Moderate
24.5,83.1,12.6,23.1,17.4,1.2,0.76,7.8,282,Moderate
45.4,74.6,141.7,151.4,15.3,22.4,0.36,0.6,305,Good
26,80.2,14.7,28.4,15.2,19.1,0.66,1.7,331,Good
29,48.5,3.9,16.1,17.4,0,0.74,3.9,307,Good
27.8,52.7,6.1,11.6,19,14,1.09,12.2,346,Moderate
26.7,55.2,41.6,50.8,23.1,2.9,1.65,0.5,299,Moderate
38,83.7,52.2,69.2,32.8,18.6,1.37,22.6,307,Good
28,75.6,57.7,67.9,28.6,13.5,0.99,2.8,290,Hazardous
23.2,71,2.1,11.5,25.3,10.9,1.15,5,269,Moderate
23.2,50.1,212.8,228.5,33.8,0.5,0.84,3,301,Poor
34.8,51.1,26.1,37.2,20.5,11.7,1.42,7.5,319,Good
18.6,100,38.7,45.4,14.8,24.8,1.37,6.2,309,Moderate
21.4,67.6,35.1,49.4,27.2,15.1,0.66,5.8,276,Good
23,61.2,4.5,14.1,11.1,10.2,0.66,2.8,287,Poor
23.4,39.9,4,16.8,23.6,31.2,0.98,1.3,292,Moderate
28.2,45.1,45.4,59.3,12.9,14.5,1.14,0.2,312,Moderate
25.7,48.2,1.2,18.4,14.7,15.3,0.5,2.4,297,Moderate
28.6,68.3,50.9,51.3,33.9,7.4,0.95,6.1,312,Moderate
32.4,64.7,36.5,39.5,10.2,0,0.59,11.6,287,Good
25.3,54.6,50.2,69.6,7.6,15.3,0.97,0.4,294,Hazardous
28.5,62.4,15.1,28.3,11.2,23.6,1.1,2.1,290,Moderate
19.7,53.4,8.3,18.5,23.5,18.7,0.41,1.4,317,Good
17.7,59.2,22.1,36.1,24.8,11,1.42,1.5,287,Good
20.6,64.2,60.7,62.7,10.6,10,1.05,14.4,261,Good
22.7,77,9.3,17.7,24.6,6.6,0.82,23.8,327,Good
22.7,52.8,1.4,6.5,38,10,0.58,3.2,323,Good
25.1,62.2,6.6,21.1,14.3,24,0.62,0.1,281,Hazardous
24.8,66.6,5.7,13.9,23.5,16.1,1.19,14.6,326,Poor
27.9,70.6,13,18.9,24.6,14.5,0.9,0.4,303,Moderate
38.9,47.5,29.2,49.8,11,14.3,1.04,2.7,302,Moderate
30.4,41.1,39.3,45.7,9.1,0,1.25,0.1,262,Moderate
23.8,45.2,113.2,121.8,4.9,16.5,1.42,9,306,Poor
10,42.1,116.4,117.3,12,11.6,1.28,10.1,293,Moderate
27.4,58.4,19.2,33.6,19.2,22.5,1.34,5.7,299,Good
22.7,86,14.3,29.2,5.9,9.4,1.16,0.9,291,Good
20.2,78.6,131,147.2,23.9,15.2,1.06,0.7,283,Good
29.9,47,4.1,11.7,-1.1,19.7,0.81,9.5,307,Good
12.6,56.7,61.2,67.4,21,22.5,1.13,8.6,306,Good
30.2,70.7,58.4,64.8,26.4,4.8,1.33,5,263,Good
23.2,80.4,19.3,28.1,19.7,11.6,1.21,4.1,338,Poor
15.7,38.3,108.2,122.1,9.7,16.9,0.96,8.6,340,Good
24.1,48.7,0.3,8.7,20.3,14.8,0.36,1.5,283,Good
24.9,37.9,32.5,46.7,10.7,16.3,1.09,10.7,282,Hazardous
33.9,50.4,42,54.3,14.6,14.5,0.96,3.9,300,Good
22,52.1,133.5,144.9,4.2,15.4,1.13,2.6,276,Good
30.9,64.7,0.6,6.9,-2.9,7.8,1.01,6.3,304,Moderate
20.6,59.6,20.8,25.5,33.7,7.8,1.12,0.7,303,Good
19.1,43.6,28,50.4,20.3,15,0.61,6.9,270,Hazardous
25.3,67.7,0.1,8.7,22.1,15.5,1.14,6.3,304,Poor
19.3,77.8,68.7,76,30.9,18.6,0.18,18.5,310,Poor
18.4,62.4,29.3,32,21.4,13.5,0.85,0.6,303,Good
27.6,37.7,15.5,26.5,14.1,24.7,1.16,1.3,300,Good
29,91.1,1.4,18.9,16,15.3,1.01,1.2,301,Good
34.1,46,26,39.3,27.6,20.8,1.2,0.8,319,Moderate
30.6,77.7,12.1,20.6,22.4,11.9,0.72,8.7,289,Poor
16.4,60.4,16,20.3,17.9,15.9,1.08,7.9,294,Good
24.1,68.8,8.1,16.3,11.1,17.2,1.2,2.1,282,Poor
24,59.8,76.8,84.2,27.1,15.8,0.94,5.4,281,Poor
28.8,49.1,13.7,27.8,32.8,13.2,1.08,0.1,297,Hazardous
20.9,87.5,33,45.8,7.5,26.9,0.99,3.5,304,Hazardous
23.2,52.8,45.1,53.4,9,21,0.66,5.5,312,Good
23.1,45,38,41.3,42.9,3.4,1.13,0.5,294,Moderate
19.9,66.3,66.4,80.9,13.9,10.9,1.18,1.9,319,Poor
27.2,66.1,43.1,56.3,37.2,5.6,1.17,0.1,299,Moderate
43,49.2,6.3,17.8,31.2,6.2,1.1,15.3,296,Good
23.4,47.3,36.7,43.2,23.5,8.1,0.77,3.4,284,Moderate
20.6,50.7,15.2,20.7,22.9,24.8,0.46,3.1,310,Good
35.5,83.7,46.2,54.1,14.4,15.1,1.14,4.3,306,Hazardous
33.2,34.6,10.2,26.3,32.9,4.9,0.88,14.9,283,Moderate
19.1,81,31.4,50,27.3,6.4,0.86,6.3,292,Poor
29.1,90.8,73.2,87.1,39.6,17.3,0.63,2.2,264,Poor
29,64.6,3.1,4.2,20.9,15.3,0.53,13.6,288,Good
35.4,80.9,1.8,9,33.4,22,0.45,10.6,291,Good
29.1,68.3,7.3,8.6,11.9,26,1.24,5.1,318,Poor
27.6,45.6,18,26.5,18.6,21.8,0.19,12.5,318,Poor
20.4,37.5,23.3,32.1,22,9.9,1.11,0.5,299,Good
32.3,40.5,128.3,131.8,20.9,12.1,0.81,0.2,297,Good
34.1,51.5,1,5.6,5.6,8.9,1.02,2.9,294,Good
29.2,55.4,26.5,38.3,9.9,34.8,0.39,0.3,308,Moderate
22.3,49.8,41.4,49,19.7,19.2,0.36,13.7,273,Good
31.7,63.3,164.1,169.6,13.6,17,1.14,0.8,305,Good
25.9,26.7,5.1,15,16.9,6.1,1.46,5.2,286,Good
27.1,42.5,24.2,39.9,22.5,19.5,0.93,0,312,Good
35.3,49.5,23.6,36.1,-2.2,12.6,1.01,1.4,283,Poor
25.3,45.9,122.6,135,17.7,15,1.09,2.9,302,Good
21.5,76.5,30.5,47.1,30,10,0.5,3.4,291,Moderate
31.3,76.8,18,34.4,18.2,22.4,1.2,14.5,288,Good
38.4,48.1,10.7,19.8,30.7,8.6,1.07,4.5,316,Good
21.5,55.3,8.8,22.9,19.5,21.9,1.29,1.7,302,Good
27.7,77.9,85.4,85.2,10.9,18,0.87,4.5,281,Good
44.7,31.3,10.4,16.4,18.4,27.5,0.6,3.4,310,Poor
28.9,69.5,22.2,28.1,14.6,8.9,1.18,13,328,Moderate
22.7,44.2,59.6,82.7,4.4,26.6,0.56,2.9,307,Good
13.1,37.8,1.2,12.3,32.4,17.4,0.74,4.1,293,Good
31.4,71.7,4.3,23.6,6.6,15.7,0.53,0.8,325,Moderate
20.8,36.7,8.9,12.9,13.7,12.5,0.68,3.1,313,Good
23.8,64.2,0.4,14,25,29.5,0.8,0.2,301,Poor
27.9,37,12.4,20.5,45.3,11.4,0.61,2.3,303,Good
16.8,74.7,10.9,19.4,15.4,29.6,0.47,3,297,Poor
23,66.1,49.6,57.9,31.6,21.9,0.84,1.4,313,Hazardous
26.1,66.6,32.5,44.2,16,23.9,0.58,14.3,321,Hazardous
20.4,61,23.7,33.4,13.6,30.5,1.37,0,306,Poor
22.7,49,11.8,15.8,25.7,38.3,1.44,15.4,306,Good
29.8,36.5,64,80.7,13.2,14.6,0.05,1.8,299,Good
29.6,58.9,30.2,42,29.3,16.7,0.66,0.6,290,Poor
33,69,60.9,62.8,16.2,13,0.74,0.1,293,Hazardous
27.7,45.8,15.7,19.8,13.8,0.3,0.77,4,301,Good
24.5,67.4,65.5,73.2,37.2,22.1,0.28,1.7,293,Moderate
18.4,49,23.2,31.8,21.2,8.3,0.43,9.5,295,Poor
22.6,70.5,12.6,18.3,24.1,26.3,0.92,2,300,Good
24,81.9,14,23,8.2,8.1,0.34,0.2,305,Moderate
22.5,51.5,21.9,35.5,25.3,18.8,0.47,3,283,Moderate
16.1,62.1,56.3,66.5,7.5,20.8,0.96,5.1,298,Good
26.4,48.7,8.3,22.2,19.9,13.7,0.31,6.9,304,Moderate
22.7,67.7,4.2,16.6,40.4,7.1,0.72,5.1,316,Good
23.2,71.7,6.9,21.3,10.1,9.7,1.26,17.6,307,Moderate
26.3,70.4,20.8,33.1,15.5,14,1.07,17.6,285,Good
22.4,44.7,38.8,53.4,27.7,5.8,1.15,17.3,292,Moderate
17.8,73,21.7,34.7,33.4,0,0.47,11.4,285,Moderate
16.6,65.3,3.1,13.2,24.9,14.5,0.43,0.9,286,Poor
29.7,56.9,5.4,22,27.8,22.9,0.8,4.3,319,Moderate
27.7,52,20,28.4,41.3,12.2,1.17,11.2,302,Moderate
26,64.3,49.7,59.7,31.1,28.1,0.73,0.5,300,Moderate
23.7,57.3,43.3,42,55.1,18.2,1.25,1.2,289,Good
30.5,78.4,31.8,41.3,35.6,20.2,1.22,2.2,289,Good
24.9,65.9,46.8,60,18.1,14.9,1.21,2.1,303,Good
21.7,70,5,5.8,33.2,17.2,1.01,13.9,319,Good
24.7,78.7,16.6,20,12.5,11.7,1.35,1,325,Good
24.7,65.1,49.9,62.4,13,17.4,1,5,307,Good
34.1,38.4,41.2,49.5,15.1,22.6,0.81,1.1,282,Moderate
23.1,82.3,27.8,38.5,17,27.8,0.93,2,309,Good
23.3,65.2,0.8,13.4,1,21.6,1.06,5.2,295,Poor
22.1,50.8,92.7,108.9,30.3,27.2,0.99,2.3,305,Hazardous
28.9,56.5,21.4,26.6,24.8,14.4,0.9,1.4,286,Good
34.4,47.2,57.4,70.6,18.3,18.1,1.38,3.8,323,Good
31.5,83.5,31.3,36.2,1,11.6,1.12,2.2,301,Moderate
23.4,64.9,25.1,30.6,17.2,23.1,0.93,0.3,298,Good
30.9,61.2,4.2,14.8,23.1,15.4,1.08,2.5,289,Good
25.5,58.6,1.2,15.5,12.5,11.6,0.46,6.7,339,Moderate
36.7,79.2,2.3,20.1,19.3,5.8,0.93,3.4,319,Poor
28,63.7,16.5,26.1,45,15.2,0.74,1.8,286,Poor
26.4,54.1,8.8,14.5,24.9,24.5,1.16,0.8,319,Moderate
18.8,69.5,8.2,24.7,18.3,20.4,0.66,3.6,302,Good
23.9,68.6,28,36.3,25.6,5.5,0.66,1.6,277,Moderate
26.7,47.6,59.4,66.7,28.4,29.9,1.22,14.8,294,Moderate
17.3,87.8,14.3,27.9,23.6,0,0.31,4.1,279,Good
15.1,53.3,76.9,85.2,35.5,11.7,0.61,12.5,337,Moderate
25.5,52.3,26.2,36.6,5.9,7.8,1.23,4.4,321,Poor
26,82.3,1.5,11.6,27.9,19.8,0.77,1.6,329,Moderate
27.3,56.8,4.8,17.7,22,17,1.13,1,280,Hazardous
26.7,33.4,26,45.6,21.2,5.8,0.85,4.1,320,Poor
28,47.6,9.3,20.8,37.7,8.3,0.57,9.4,289,Good
31.9,54.9,53.2,54.9,22.4,14.9,0.75,14.8,305,Poor
19.4,82.1,36,39.7,17.4,24.1,0.57,10.3,293,Poor
27.7,63.8,5.3,15.4,41.8,13.1,1.15,3.7,288,Poor
22.4,70.8,97.7,108.2,44.8,15.4,1.36,5,276,Poor
26,47.9,95.9,113,52.5,17.5,0.24,1.5,304,Good
34.8,47.4,26.5,33.5,22.8,21.2,0.94,7,297,Good
21.1,68.6,5,15.6,23.8,15.6,0.91,0.9,324,Moderate
16.1,56,29.9,42,17.7,19.5,0.75,5.4,301,Hazardous
22.3,67.9,66.6,86.3,33.4,22.3,0.27,0.5,319,Poor
35.7,53,23.9,40.1,16.2,3.4,1.31,3.5,300,Good
29.6,64.8,4.3,14.4,26.3,0,0.45,9.9,318,Hazardous
28.5,55.7,6.2,20.5,23.2,7.6,0.67,2.3,276,Good
18.7,59.1,34.8,36,16.1,6.4,0.72,2.6,301,Good
27,67.5,42.2,54.7,21.6,20.8,0.75,14.7,325,Good
17.7,63.5,3.5,13.9,27,0,0.5,10.9,289,Moderate
19.7,46,16.4,26.6,8.8,12.8,1.13,7.7,301,Poor
